run_id,epoch,base_harm,beta,conformal_score,conformal_method,gamma,alpha,k,nDCG @ k,"H(S,X)",|S|,random_items,Recall @ k,items_exhaustes,Method
0,100,0.3,0.1,Harm,hybrid,0.11756947636604309,0.002354373858331642,20,0.6257318095798556,0.002354373858331642,20.0,0.00040592652729855896,0.6560420184605427,0.14701196143872725,Conformal
0,100,0.3,0.1,Harm,hybrid,0.37858811020851135,0.002256274947567824,20,0.6244434779506894,0.002334077531966714,19.997564440836207,0.16074690481022935,0.655828134759095,0.18360281247553856,Conformal
0,100,0.3,0.1,Harm,hybrid,0.49045324325561523,0.0021581760368040055,20,0.6068261049366994,0.0022021514105946827,19.97483255530749,0.5542926730261822,0.6550154679309378,0.36592206873105904,Conformal
0,100,0.3,0.1,Harm,hybrid,0.577459454536438,0.002060077126040187,20,0.5556924466035752,0.0021311142683174346,19.88776131520195,0.8477775522630404,0.6478166053614427,0.6384271649892225,Conformal
0,100,0.3,0.1,Harm,hybrid,0.6271772384643555,0.0019619782152763684,20,0.5058653543783707,0.0021108179419525065,19.770651512076313,0.9880251674446925,0.6328237915357933,0.7643775088332961,Conformal
0,100,0.3,0.1,Harm,hybrid,0.701754093170166,0.00186387930451255,20,0.4437305945299575,0.001867262025573371,19.371016845950884,1.2535011162979501,0.5903401081097618,0.847240698735323,Conformal
0,100,0.3,0.1,Harm,hybrid,0.776330828666687,0.0017657803937487318,20,0.4093221431249585,0.0015932616196468441,18.51572965293282,1.7326973817738989,0.5061238643933057,0.8618562447513853,Conformal
0,100,0.3,0.1,Harm,hybrid,0.8136191368103027,0.0016676814829849132,20,0.3961471804963432,0.0015019281510046682,17.787700426222855,2.1059468236249237,0.4399125982753052,0.8636109377857628,Conformal
0,100,0.3,0.1,Harm,hybrid,0.8384780883789062,0.0015695825722210949,20,0.3895417865947369,0.0013497057032677087,17.200730667749138,2.4398213923279886,0.3880771561531556,0.8643868778879957,Conformal
0,100,0.3,0.1,Harm,hybrid,0.8633370399475098,0.0014714836614572765,20,0.3803001855219487,0.0012583722346255328,16.530951897706515,2.830728638116501,0.3332549331433897,0.8648188063521685,Conformal
0,100,0.3,0.1,Harm,hybrid,0.8881959915161133,0.001373384750693458,20,0.3698624505458964,0.0011061497868885732,15.741627765374467,3.3076923076923075,0.2775472392766387,0.8650970664399895,Conformal
0,100,0.3,0.1,Harm,hybrid,0.9006253480911255,0.0012752858399296396,20,0.3641902597011242,0.0010351126446113254,15.32392936878425,3.5762127055003043,0.2513500309858329,0.8652282796171469,Conformal
0,100,0.3,0.1,Harm,hybrid,0.9130548238754272,0.001177186929165821,20,0.3585245655695052,0.0009640755023340775,14.872742033691901,3.8516338542723765,0.22597101974179912,0.8652945595925543,Conformal
0,100,0.3,0.1,Harm,hybrid,0.925484299659729,0.0010790880184020028,20,0.35327936455089165,0.0008625938705094378,14.401664298761924,4.161152831337528,0.2016716527369821,0.8653816430189039,Conformal
0,100,0.3,0.1,Harm,hybrid,0.9379137754440308,0.0009809891076381842,20,0.34657970958644824,0.000801704891414654,13.908666531357824,4.486502942967323,0.18016141226796986,0.8654891601061669,Conformal
0,100,0.3,0.1,Harm,hybrid,0.9627727270126343,0.0008828901968743659,20,0.33505818209460997,0.0005885934645829104,12.914146539476354,5.142683174345444,0.14322015301229787,0.8656669105198667,Conformal
0,100,0.3,0.1,Harm,hybrid,0.975202202796936,0.0007847912861105474,20,0.32891352938311136,0.0005480008118530546,12.385224274406333,5.475339963466612,0.12848897956479483,0.8656803692840679,Conformal
0,100,0.3,0.1,Harm,hybrid,0.9876315593719482,0.000686692375346729,20,0.32409272312731474,0.0005581489750355185,11.862796833773087,5.81956565861579,0.1137358956120852,0.86569318065434,Conformal
0,100,0.3,0.1,Harm,hybrid,1.00006103515625,0.0005885934645829105,20,0.31803088808609087,0.0004668155063933429,11.372843515323726,6.146133549827481,0.10178239942438101,0.8657365311525405,Conformal
0,100,0.3,0.1,Harm,hybrid,1.0124905109405518,0.0004904945538190921,20,0.31156666483786866,0.00034503754820377515,10.900750964075502,6.456870306474528,0.09163215966258655,0.8657640241824093,Conformal
0,100,0.3,0.1,Harm,hybrid,1.0373494625091553,0.0003923956430552737,20,0.30192145655377134,0.0001928151004668155,10.031662269129287,6.963872539070429,0.07483905140840358,0.8657765101379395,Conformal
0,100,0.3,0.1,Harm,hybrid,1.0622084140777588,0.0002942967322914553,20,0.29216538634260325,0.00012177795818956771,9.322711589202354,7.363913131723158,0.06325072184313706,0.8657765101379395,Conformal
0,100,0.3,0.1,Harm,hybrid,1.348085880279541,0.00019619782152763686,20,0.26768140500630255,3.0444489547391928e-05,8.012177795818957,8.012177795818957,0.04133074019689503,0.865784469481612,Conformal
0,100,0.3,0.1,Harm,hybrid,1.348085880279541,9.809891076381843e-05,20,0.26768140500630255,3.0444489547391928e-05,8.012177795818957,8.012177795818957,0.04133074019689503,0.865784469481612,Conformal
0,100,0.3,0.1,Harm,hybrid,0.0,-1.0,20,0.6257252218423762,0.002354373858331642,20.0,0.0,0.5017797899239077,0.0,Conformal
0,100,0.3,0.1,Harm,hybrid,1.348085880279541,0.0,20,0.26768140500630255,3.0444489547391928e-05,8.012177795818957,8.012177795818957,0.04133074019689503,0.865784469481612,Conformal
1,100,0.3,0.1,Harm,hybrid,0.30155161023139954,0.0022676655193358984,20,0.6232506641703125,0.0022372949989876495,19.996760477829522,0.1441587365863535,0.6491034822718751,0.17400670836885948,Conformal
