run_id,epoch,base_harm,beta,conformal_score,conformal_method,gamma,alpha,k,nDCG @ k,"H(S,X)",|S|,random_items,Recall @ k,items_exhaustes,Method
0,100,0.3,0.0,Harm,hybrid,1.8946704864501953,0.0023767082590612004,20,0.45184255458263617,0.0021687462863933453,18.597346009110716,1.8496732026143792,0.5630546963111361,0.8044466052609648,Conformal
0,100,0.3,0.0,Harm,hybrid,1.9666833877563477,0.002277678748266984,20,0.44167011470133294,0.002040007922360864,18.377302436125966,2.009506833036245,0.5470612510219333,0.8169163165360631,Conformal
0,100,0.3,0.0,Harm,hybrid,2.038695812225342,0.002178649237472767,20,0.4304486570322324,0.001990493166963755,18.132303426421075,2.216082392552981,0.5303000591925858,0.8280224603888754,Conformal
0,100,0.3,0.0,Harm,hybrid,2.2547335624694824,0.0020796197266785502,20,0.40244464429622717,0.0017825311942959,17.323034264210733,2.947910477322242,0.47643421526996405,0.8532557493889307,Conformal
0,100,0.3,0.0,Harm,hybrid,2.2547335624694824,0.001980590215884334,20,0.40244464429622717,0.0017825311942959,17.323034264210733,2.947910477322242,0.47643421526996405,0.8532557493889307,Conformal
0,100,0.3,0.0,Harm,hybrid,2.470770835876465,0.0018815607050901172,20,0.37757994600954753,0.0015844721727074668,16.48564072093484,3.784709843533373,0.4170527596499434,0.866241361584598,Conformal
0,100,0.3,0.0,Harm,hybrid,2.6147961616516113,0.0017825311942959003,20,0.36633143756889686,0.0015052485640720936,15.877203406615171,4.277480689245395,0.3797165448067107,0.8711618460166558,Conformal
0,100,0.3,0.0,Harm,hybrid,2.830833911895752,0.0016835016835016836,20,0.34754400917247597,0.0013666072489601903,14.86215092097445,4.870865517924342,0.32356378231996097,0.8752512288550256,Conformal
0,100,0.3,0.0,Harm,hybrid,2.902846336364746,0.001584472172707467,20,0.3403620310283233,0.0013269954446425037,14.505050505050505,5.039809863339275,0.30457084121625183,0.8758257014907241,Conformal
0,100,0.3,0.0,Harm,hybrid,3.0468716621398926,0.0014854426619132504,20,0.32760890269813,0.0011190334719746486,13.865715983363042,5.446623093681917,0.2616348684274804,0.8765140926232661,Conformal
0,100,0.3,0.0,Harm,hybrid,3.1188840866088867,0.0013864131511190337,20,0.32351946336935034,0.00101010101010101,13.511784511784512,5.722123192711428,0.23778398260933048,0.8767484135498032,Conformal
0,100,0.3,0.0,Harm,hybrid,3.190896511077881,0.0012873836403248168,20,0.31905264555087404,0.0009605862547039019,13.0924935630818,6.044563279857398,0.21044437050426648,0.8769569921897544,Conformal
0,100,0.3,0.0,Harm,hybrid,3.190896511077881,0.0011883541295306002,20,0.31905264555087404,0.0009605862547039019,13.0924935630818,6.044563279857398,0.21044437050426648,0.8769569921897544,Conformal
0,100,0.3,0.0,Harm,hybrid,3.262908935546875,0.0010893246187363835,20,0.3134703716020751,0.0008714596949891068,12.645276292335115,6.394731630025747,0.17949450142892487,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.262908935546875,0.000990295107942167,20,0.3134703716020751,0.0008714596949891068,12.645276292335115,6.394731630025747,0.17949450142892487,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.3349218368530273,0.0008912655971479501,20,0.30645499920925445,0.0005743711626064568,12.08100613982967,6.828678946326005,0.14426980211933182,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.4069342613220215,0.0007922360863537335,20,0.29873777149626246,0.00031689443454149336,11.452762923351159,7.35393147157853,0.1095246415276069,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.4069342613220215,0.0006932065755595169,20,0.29873777149626246,0.00031689443454149336,11.452762923351159,7.35393147157853,0.1095246415276069,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.4069342613220215,0.0005941770647653001,20,0.29873777149626246,0.00031689443454149336,11.452762923351159,7.35393147157853,0.1095246415276069,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.4789466857910156,0.0004951475539710835,20,0.29107295282535967,0.00016835016835016836,10.727668845315904,7.912061794414735,0.07976709275623109,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.5509591102600098,0.00039611804317686675,20,0.2825478004055291,9.902951079421667e-05,9.96197266785502,8.377698554169143,0.058221209462657825,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,3.622972011566162,0.00029708853238265005,20,0.2746594378074372,7.922360863537334e-05,9.329174093879976,8.649633590810062,0.04561932129115068,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,4.055047035217285,0.00019805902158843337,20,0.2624682122172914,2.970885323826501e-05,8.76609229550406,8.76609229550406,0.03696818601812356,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,4.055047035217285,9.902951079421669e-05,20,0.2624682122172914,2.970885323826501e-05,8.76609229550406,8.76609229550406,0.03696818601812356,0.8769900020266858,Conformal
0,100,0.3,0.0,Harm,hybrid,0.0,-1.0,20,0.6082542641837851,0.0023767082590612004,20.0,0.0,0.4666976236225917,0.0,Conformal
0,100,0.3,0.0,Harm,hybrid,4.055047035217285,0.0,20,0.2624682122172914,2.970885323826501e-05,8.76609229550406,8.76609229550406,0.03696818601812356,0.8769900020266858,Conformal
1,100,0.3,0.0,Harm,hybrid,2.07879376411438,0.002137509850275808,20,0.4351321455630231,0.0019405043341213556,18.14637509850276,2.1499211977935384,0.5318330137695444,0.8326435022380595,Conformal
