run_id,epoch,base_harm,beta,conformal_score,conformal_method,gamma,alpha,k,nDCG @ k,"H(S,X)",|S|,random_items,Recall @ k,items_exhaustes,Method
0,100,0.3,0.0,Harm,remove,0.577459454536438,0.0023767082590612004,20,0.4319943444588049,0.002267775797187562,19.83442265795207,0.0,0.437126571749205,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.701754093170166,0.002277678748266984,20,0.3998611561761016,0.0019706872648049116,19.19964349376114,0.0,0.3708753732759268,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.7390424013137817,0.002178649237472767,20,0.39435806109877564,0.0018122400475341653,18.774608833432364,0.0,0.3387696471271706,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.7887603044509888,0.0020796197266785502,20,0.38256480892646927,0.0016636957813428402,17.8544266191325,0.0,0.28918530415307053,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.8260486125946045,0.001980590215884334,20,0.3697195293236054,0.0016042780748663104,16.849277084571202,0.0,0.2452722082862726,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.8260486125946045,0.0018815607050901172,20,0.3697195293236054,0.0016042780748663104,16.849277084571202,0.0,0.2452722082862726,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.850907564163208,0.0017825311942959003,20,0.3581697270496039,0.0014062190532778767,15.998613586848881,0.0,0.21462858531185675,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.8633370399475098,0.0016835016835016836,20,0.35304727190936747,0.0013468013468013469,15.517726282432164,0.0,0.20034957760317348,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.8757665157318115,0.001584472172707467,20,0.346119740741552,0.0012675777381659734,14.976232917409387,0.0,0.18482694358841092,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9006253480911255,0.0014854426619132504,20,0.3299415611647611,0.0011784511784511786,13.764705882352942,0.0,0.15448428250660645,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9006253480911255,0.0013864131511190337,20,0.3299415611647611,0.0011784511784511786,13.764705882352942,0.0,0.15448428250660645,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9130548238754272,0.0012873836403248168,20,0.31934688740448686,0.0010794216676569617,13.06456724103783,0.0,0.1393424451557227,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9130548238754272,0.0011883541295306002,20,0.31934688740448686,0.0010794216676569617,13.06456724103783,0.0,0.1393424451557227,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.925484299659729,0.0010893246187363835,20,0.31006092650153066,0.0009407803525450585,12.304218657159833,0.0,0.12505110105211925,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9379137754440308,0.000990295107942167,20,0.2970474000280735,0.0009110714993067933,11.506634977223213,0.0,0.11029376180665988,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9627727270126343,0.0008912655971479501,20,0.2711556317487044,0.0007031095266389383,9.817785700138641,0.0,0.08362081260522511,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9627727270126343,0.0007922360863537335,20,0.2711556317487044,0.0007031095266389383,9.817785700138641,0.0,0.08362081260522511,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.9876315593719482,0.0006932065755595169,20,0.24133237879948,0.0006238859180035651,7.895622895622895,0.0,0.06117736611434747,0.0,Conformal
0,100,0.3,0.0,Harm,remove,1.00006103515625,0.0005941770647653001,20,0.22569723185460755,0.0005347593582887701,6.916815210932858,0.0,0.05127975746492456,0.0,Conformal
0,100,0.3,0.0,Harm,remove,1.0124905109405518,0.0004951475539710835,20,0.20844225025127044,0.0003862150920974451,5.902554961378491,0.0,0.042932445109584376,0.0,Conformal
0,100,0.3,0.0,Harm,remove,1.0373494625091553,0.00039611804317686675,20,0.17050566194993166,0.0002178649237472767,4.0423846306199245,0.0,0.029023242964099354,0.0,Conformal
0,100,0.3,0.0,Harm,remove,1.0994967222213745,0.00029708853238265005,20,0.08545638641179532,5.9417706476530004e-05,1.1445830857595563,0.0,0.009409631663540263,0.0,Conformal
0,100,0.3,0.0,Harm,remove,1.348085880279541,0.00019805902158843337,20,0.0,0.0,0.0,0.0,0.0,0.0,Conformal
0,100,0.3,0.0,Harm,remove,1.348085880279541,9.902951079421669e-05,20,0.0,0.0,0.0,0.0,0.0,0.0,Conformal
0,100,0.3,0.0,Harm,remove,0.0,-1.0,20,0.6082542641837851,0.0023767082590612004,20.0,0.0,0.4666976236225917,0.0,Conformal
0,100,0.3,0.0,Harm,remove,1.348085880279541,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,Conformal
1,100,0.3,0.0,Harm,remove,0.6855735778808594,0.002137509850275808,20,0.39489118333362944,0.0016252955082742316,18.43144208037825,0.0,0.31906624526454047,0.0,Conformal
1,100,0.3,0.0,Harm,remove,0.7103491425514221,0.0020484469398476496,20,0.38733768468487795,0.0016351457840819545,17.9558707643814,0.0,0.29327869092018266,0.0,Conformal
1,100,0.3,0.0,Harm,remove,0.7475125789642334,0.001959384029419491,20,0.3739444999832924,0.0014972419227738379,17.00630417651694,0.0,0.2529366074636936,0.0,Conformal
1,100,0.3,0.0,Harm,remove,0.7599003911018372,0.0018703211189913323,20,0.368633963687212,0.0015366430260047282,16.62785657998424,0.0,0.23926724043644226,0.0,Conformal
1,100,0.3,0.0,Harm,remove,0.7722882032394409,0.0017812582085631736,20,0.3625853484585534,0.0014676910953506698,16.2058707643814,0.0,0.22384170800786238,0.0,Conformal
